"","X","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","url_good","mode"
"576",576,"T-DF0013-0391"," CALLE PATRICIO SANZ, BENITO JUAREZ","Departamento en Venta",4500000,"MXN",128,128,2,2,19.38499,-99.1718,"DEL VALLE CENTRO","BENITO JUAREZ","CDMX","Departamento con excelente vista. 2 recámaras, 2 baños completos, cocina equipada, alacenas, balcón, sala comedor muy grande, sala de TV, jaula de tendido, cuarto de servicio integrado con baño, zotehuela, cisterna, elevador, un estacionamiento, cerca de comercios, cines, farmacias y supermercados.","https://tecnocasa.mx/detalle-inmueble.php?v=39467","Venta"
"577",577,"T-DF0146-0022"," PONIENTE 115, MIGUEL HIDALGO","Departamento en Venta",4500000,"MXN",105,105,3,2,19.4452108366913,-99.1983098202988,"MODELO PENSIL","MIGUEL HIDALGO","CDMX","Departamento en Venta, 3 recàmaras con closet, sala-comedor, cocina integral,2 baños completos, àrea de lavado y elevador.","https://tecnocasa.mx/detalle-inmueble.php?v=39996","Venta"
"578",578,"T-DF0083-0004"," INGENIEROS CIVILES, IZTAPALAPA","Casa en Venta",4500000,"MXN",200,200,4,2,19.37436,-99.10599,"JARDINES DE CHURUBUSCO","IZTAPALAPA","CDMX","PROPIEDAD EN VENTA, CONSTA DE SALA, COMEDOR, COCINA INTEGRAL, 4 HABITACIONES CON CLOSET, 2 BAÑOS COMPLETOS Y UN MEDIO BAÑO, AREA DE LAVADO Y TENDIDO, CUARTO DE SERVICIO, UNA BODEGA Y LUGAR DE ESTACIONAMIENTO PARA 2 VEHICULOS.","https://tecnocasa.mx/detalle-inmueble.php?v=37217","Venta"
"579",579,"T-DF0061-0072"," SAN BERNARDINO, XOCHIMILCO","Casa en Venta",4500000,"MXN",150,150,3,3,19.27088,-99.12105,"POTRERO DE SAN BERNARDINO","XOCHIMILCO","CDMX","CASA DE 2 NIVELES EN CONDOMINIO HORIZONTAL, AMPLIOS ESPACIOS Y EXCELENTES ACABADOS, 3 RECAMARAS, 3 BAÑOS Y MEDIO, COCINA INTEGRAL, SALA DE TV, COMEDOR, SALA, JARDÍN Y 2 LUGARES DE ESTACIONAMIENTO ESCRITURADO, UBICADO EN UNA ZONA MUY SEGURA Y DE FÁCIL ACCESO, A 1 MINUTO DE METROBÚS PREPARATORIA 1","https://tecnocasa.mx/detalle-inmueble.php?v=41067","Venta"
"580",580,"T-DF0101-0214"," GRAL . SALVADOR ALVARDO, MIGUEL HIDALGO","Departamento en Venta",4500000,"MXN",90,90,3,2,19.4001729684711,-99.1813406493004,"ESCANDON I SECCION","MIGUEL HIDALGO","CDMX","Excelente departamento en venta, en una de las mejores zonas de la ciudad de México, cuenta con tres recamaras, sala comedor, 2 baños completos, cocina equipada, 2 balcones, 1 lugar de estacionamiento, elevador, seguridad 24/hrs ","https://tecnocasa.mx/detalle-inmueble.php?v=34417","Venta"
"581",581,"T-DF0111-0400"," AV MUYUGUARDA, TLALPAN","Casa en Venta",4500000,"MXN",NA,NA,4,3,19.28953,-99.12585,"RESIDENCIAL VILLA COAPA","TLALPAN","CDMX","CASA SOBRE AVENIDA QUE CONSTA DE SALA, COMEDOR, COCINA 3 RECAMARAS  3 BAÑOS COMPLETOS AREA DE LAVADO JAULA DE TENDIDO Y LUGAR PARA DOS ESTACIONAMIENTOS.","https://tecnocasa.mx/detalle-inmueble.php?v=41595","Venta"
"582",582,"T-DF0022-0319"," RECREO, BENITO JUAREZ","Departamento en Venta",4500000,"MXN",130,130,3,2,19.36734,-99.17756,"ACTIPAN","BENITO JUAREZ","CDMX","Departamento de 130m2 para inversión. 3 recamaras con closet la principal con baño, con cuarto de servicio, patio, un estacionamiento fijo, vigilancia 24hrs con cámara de circuito cerrado y servicio de consejería. Muy buena ubicación y acceso por vías principales, cerca de Galerías Insurgentes.  ","https://tecnocasa.mx/detalle-inmueble.php?v=41360","Venta"
"583",583,"T-DF0071-0708"," ALMENAS, XOCHIMILCO","Casa en Venta",4500000,"MXN",210,210,3,3,19.26021,-99.1181,"JARDINES DEL SUR","XOCHIMILCO","CDMX","Casa en fraccionamiento privado con vigilancia 24hrs. Desarrollada en 2 niveles con la siguiente distribución arquitectónica: Planta baja, 2 lugares de estacionamiento, sala, comedor, cocina, terraza con asador cantina y cascada de agua para ambientación, cuenta con 1 estudio y bodega. Primer nivel: 3 habitaciones con closet, la principal cuenta con vestidor, baño completo y tina de hidromasaje con sauna, un baño completo para distribución de 2 habitaciones. Dentro de la zona hay parques y juegos para niños.  ","https://tecnocasa.mx/detalle-inmueble.php?v=42131","Venta"
"584",584,"T-DF0033-0111"," AV. UNIVERSIDAD, COYOACAN","Departamento en Venta",4500000,"MXN",80,80,2,2,19.33957,-99.18235,"COPILCO UNIVERSIDAD","COYOACAN","CDMX","EXCELENTE DEPARTAMENTO EN AVENIDA PRINCIPAL, CONSTA DE 2 RECAMARAS CON CLOSET, DOS BAÑOS COMPLETOS, SALA COMEDOR, COCINA, 2 LUGARES ESTACIONAMIENTO, AMENIDADES (SALON DE USOS MULTIPLES, GIMNASIO, LOBBY, AREA DE JUEGOS, PARQUE INFANTIL, PET ZONE, VIGILANCIA LAS24 HORAS), BALCON EN FORMA DE L","https://tecnocasa.mx/detalle-inmueble.php?v=41630","Venta"
"585",585,"T-DF0076-0554"," ZACAMIXTLE, AZCAPOTZALCO","Casa en Venta",4500000,"MXN",120,120,3,2,19.4841,-99.19823,"PETROLERA","AZCAPOTZALCO","CDMX","Casa sola en 1 solo nivel de 3 habitaciones con closet, 2 baños completos, sala comedor, cocina integral con antecomedor, área de lavado, patio de servicio, jardín trasero, 1 estacionamiento.","https://tecnocasa.mx/detalle-inmueble.php?v=40882","Venta"
"586",586,"T-DF0007-0220"," MORELOS, IZTAPALAPA","Casa en Venta",4500000,"MXN",396,396,3,1,19.3464616178878,-99.1079837,"LOS REYES CULHUACAN","IZTAPALAPA","CDMX","casa de 369 m² de T consta de 395 m² de C

consta de 3 habitaciones con closet, sala, comedor, cocina, estancia, baño completo, zotehuela, tiene 3 departamentos independientes constan de 2 habitaciones, sala, cocina, comedor, cuenta una cisterna de 10,000L y 4 estacionamiento","https://tecnocasa.mx/detalle-inmueble.php?v=34740","Venta"
"587",587,"T-DF0070-0340"," NECAXA, BENITO JUAREZ","Casa en Venta",4500000,"MXN",200,200,3,2,19.37113,-99.14531,"PORTALES NORTE","BENITO JUAREZ","CDMX"," Casa de 200 m2 de construcción y 84 m2 de terreno, distribuida en 3 recamaras amplias e iluminadas la principal con acceso a la terraza,  baño completo con ventilación natural que da servicio a las habitaciones, amplia sala – comedor con excelente distribución, cocina equipada con alacenas y estufa medio baño que les da servicio, tinacos, cuarto de servicio en la azotea con baño completo, local comercial con acceso independiente con medio baño opción a adaptarlo para una habitación en planta baja o para un segundo lugar de estacionamiento.

La ubicación es privilegiada por lo céntrica y segura que es, está  a 4 calles de eje central Lázaro Cárdenas y 2 calles de Municipio libre, a 4 calles de calzada de Tlalpan. 

Tenemos a la vuelta bancos en Municipio libre y calzada de Tlalpan, escuelas, y diversos comercios,  estación de Policías y bomberos de Eje Central, estamos a 10 minutos del parque de los venados y 20 minutos del zócalo. 

Transporte público;  el metro de la línea 2, peceras, RTP, por Municipio libre y en Calzada de Tlalpan,  en Eje Central pasa el Trolebús de la línea 1 y 3.

Disponibilidad y atención inmediata.

","https://tecnocasa.mx/detalle-inmueble.php?v=38336","Venta"
"588",588,"T-DF0066-0431"," PLAZA DE LA PAJA, IZTAPALAPA","Casa en Venta",4500000,"MXN",258,258,4,2,19.3857473191498,-99.0801493288359,"DR. ALFONSO ORTIZ TIRADO","IZTAPALAPA","CDMX","Casa en venta de 126 m2 de terreno y 258 m2 de construcción.

Cuenta con 4 recámaras, sala-comedor, cocina equipada, 2 baños completos, medio baño, patio trasero y 4 lugares de estacionamiento.

Ubicada en calle cerrada, a unos metros de Plaza Oriente y Parque Tezontle, del metrobus Río Mayo y avenidas principales como Eje 4, Rojo Gómez y Canal de Tezontle.","https://tecnocasa.mx/detalle-inmueble.php?v=37354","Venta"
"589",589,"T-DF0078-0331"," HIDALGO, IZTACALCO","Terreno en Venta",4500000,"MXN",270,270,NA,NA,19.4441342482477,-99.0312082109605,"SANTA ANITA","IZTACALCO","CDMX","GRAN OPORTUNIDAD DE INVERSIÓN, TERRENO DE 270 M2 DE SUPERFICIE CON USO DE SUELO (HABILITACIÓNAL / MIXTO) H3, EL CUAL SE PUEDE CREAR UN DESARROLLO.","https://tecnocasa.mx/detalle-inmueble.php?v=34288","Venta"
"590",590,"T-DF0060-0359"," AV CAFETALES, TLALPAN","CASA EN CONDOMINIO",4500000,"MXN",0,0,3,2,19.29304,-99.11507,"MAGISTERIAL COAPA","TLALPAN","CDMX","Casa de 2 niveles en excelente ubicación, cerca de avenidas principales y colegios reconocidos, 3 recámaras, 2 baños completos, sala, comedor, cocina integral, patio trasero, 2 estacionamientos, acceso controlado.","https://tecnocasa.mx/detalle-inmueble.php?v=40953","Venta"
"591",591,"T-DF0114-0336"," OBRERO MUNDIAL, BENITO JUAREZ","Departamento en Venta",4499300,"MXN",105,105,3,2,19.4004898838188,-99.1664400392659,"DEL VALLE NORTE","BENITO JUAREZ","CDMX","DEPARTAMENTO NUEVO INTERIOR EN 1ER PISO DE 105 M2 CON 3 HABITACIONES CON CLOSET, 2 BAÑOS COMPLETOS, SALA/COMEDOR, COCINA EQUIPADA, CUARTO DE TV, AREA DE LAVADO, 2 ESTACIONAMIENTOS, ELEVADOR.","https://tecnocasa.mx/detalle-inmueble.php?v=41260","Venta"
"592",592,"T-DF0138-0149"," SHAKESPEARE, MIGUEL HIDALGO","Departamento en Venta",4490000,"MXN",110,110,3,2,19.42649,-99.17623,"ANZURES","MIGUEL HIDALGO","CDMX","DEPARTAMENTO SUPER BIEN UBICADO, A SOLO 3 CALLES DE POLANCO. 100M2 BIEN APROVECHADOS Y CON EL BENEFICIO DE ESTAR EN UNA DE LAS ZONAS MAS BUSCADAS DE TODA LA CIUDAD, SEGURIDAD, TRANQUILIDAD Y DIVERSION ES UN POCO DE LO QUE TENEMOS EN LA ZONA. 3 HABITACIONES, 2 BAÑOS, 1 ESTACIONAMIENTO, ELEVADOR","https://tecnocasa.mx/detalle-inmueble.php?v=37956","Venta"
"593",593,"T-DF0152-0010"," 2DA PRIV. MANUELA SAENZ, COYOACAN","Casa en Venta",4450000,"MXN",130,130,4,2,19.32463,-99.11313,"CULHUACAN CTM SECCION VII","COYOACAN","CDMX","Casa con 4 recamaras con closet, la principal consta con 2 closet, sala, comedor, cocina integral, 2 baños completos,estudio,cuarto de tv, cantina, terraza con balcón, área de lavado, cuarto de servicio , patio trasero, accesoria como tienda de abarrotes, bodega y 1 estacionamiento enjaulado.","https://tecnocasa.mx/detalle-inmueble.php?v=40753","Venta"
"594",594,"T-DF0023-0445"," ZEMPOALA, BENITO JUAREZ","Departamento en Venta",4450000,"MXN",120,120,3,2,19.39125,-99.14857,"NARVARTE ORIENTE","BENITO JUAREZ","CDMX","Departamento, 120m2. Nuevo, 3 recamaras amplias con closet, recamara principal con vestidor y baño completo, 2 baños completos, sala comedor, cocina integral, area de lavado, balcon tipo terraza, 1 cajon de estacionamiento, elevador, con bodega opcional con costo adicional.","https://tecnocasa.mx/detalle-inmueble.php?v=39254","Venta"
"595",595,"T-DF0034-0142"," CALZADA DESIERTO DE LOS LEONES, ALVARO OBREGON","Casa en Venta",4450000,"MXN",0,0,3,2,19.34047,-99.23226,"TETELPAN","ALVARO OBREGON","CDMX","Casa sola, con 232 m2 de superficie, excelente ubicación sobre Calzada Desierto de los Leones, a 5 minutos de Av. Toluca y de la Supervia poniente, a 15 minutos de Periférico a la altura de Televisa San Ángel.

La casa se encuentra sobre Av. brindando mayor plusvalía, siendo más atractiva al mercado","https://tecnocasa.mx/detalle-inmueble.php?v=41936","Venta"
"596",596,"T-DF0039-0043"," BAJA CALIFORNIA, CUAUHTEMOC","Departamento en Venta",4400000,"MXN",100,100,3,1,19.40559,-99.17606,"HIPODROMO CONDESA","CUAUHTEMOC","CDMX","EXCELENTE DEPTO EN VENTA  CON USO DE SUELO MIXTO , CUENTA CON 3 RECAMARAS, 1 BAÑO, ESTANCIA CON SALA, COMEDOR, COCINA, PRIMER NIVEL , EXTERIOR , 100MTS.","https://tecnocasa.mx/detalle-inmueble.php?v=37639","Venta"
"597",597,"T-DF0066-0424"," OTE 221, IZTACALCO","Casa en Venta",4400000,"MXN",350,350,8,5,19.395,-99.08276,"AGRICOLA ORIENTAL","IZTACALCO","CDMX","Casa en venta con 250 m2 de terreno y 350 m2 de construcción.

Ideal para inversionistas, cuenta con 4 departamentos y una casa.

2 departamentos cuentan con 2 recámaras, cocina, sala-comedor y baño completo.

2 departamentos cuentan con 1 recámara, cocina, sala-comedor y baño completo.

La casa cuenta con 3 recámaras, cocina, sala-comedor, 1/2 baño y baño completo.

Tiene espacio para estacionar 3 vehículos dentro del inmueble, patio, área de lavado y tendido.","https://tecnocasa.mx/detalle-inmueble.php?v=36109","Venta"
"598",598,"T-DF0139-0029"," AV EJERCITO NACIONAL, MIGUEL HIDALGO","Departamento en Venta",4400000,"MXN",96,96,2,2,19.4369442443244,-99.1802535967511,"ANAHUAC I SECCION","MIGUEL HIDALGO","CDMX","Departamento en Venta de 96m²*en 7° nivel . Consta de 2 recámaras con clóset y baño completo c/u, sala-comedor, cocina integral, área de lavado integrada en la cocina, 2 estacionamientos y seguridad las 24 horas. Cuenta con amenidades como alberca, jacuzzi, gimnasio, ludoteca y salón de eventos. ","https://tecnocasa.mx/detalle-inmueble.php?v=32280","Venta"
"599",599,"T-DF0117-0348"," QUERETARO, TLALPAN","Terreno en Venta",4400000,"MXN",0,0,NA,NA,19.28768,-99.18632,"MIGUEL HIDALGO 1A SECCION","TLALPAN","CDMX","Terreno de 549 m² uso Habitacional con comercio en PB, excelente para desarrollo, cercano a escuelas, mercados, y plazas y a 5 min. de Av. Insurgentes Sur, a la altura de la Plaza Cuicuilco.","https://tecnocasa.mx/detalle-inmueble.php?v=41769","Venta"
"600",600,"T-DF0062-0028"," FLOR DE AGUA, XOCHIMILCO","Casa en Venta",4400000,"MXN",355,355,3,2,19.26513,-99.13555,"AMPLIACION TEPEPAN","XOCHIMILCO","CDMX","Casa de 1 nivel, cuenta con un departamento independiente, 3 recamaras, 2 baños completos,  espacio con sala, comedor, cocina integral, área de lavado y tendido, patio trasero, 4 lugares de estacionamiento. a 10 minutos del Tren Ligero La Noria y Tepepan.","https://tecnocasa.mx/detalle-inmueble.php?v=37698","Venta"
"601",601,"T-DF0078-0337"," ALBINO GARCIA, IZTACALCO","Casa en Venta",4400000,"MXN",220,220,4,2,19.4049478059107,-99.124596001842,"VIADUCTO PIEDAD","IZTACALCO","CDMX","Casa de 160m2, 4 recamaras, 2 baños completos, 1/2 baño, estancia de sala, comedor, cocina integral con antecomedor, jardin trasero, patio, cuarto de lavado, un cajon de estacionamiento, mas información 5583039824.

Se ubica a 5 min de metro viaducto y a una cuadra de metrobus Andres Molina.","https://tecnocasa.mx/detalle-inmueble.php?v=34649","Venta"
"602",602,"T-DF0053-0506"," HDA. DE LA ESCALERA, TLALPAN","Departamento en Venta",4400000,"MXN",110,110,3,2,19.29652,-99.13293,"PRADO COAPA 2A SECCION","TLALPAN","CDMX","Departamento en venta de 110 m2, remodelado, 2do nivel, de 3 recamaras con closet, 2 baños, cocina equipada con alacena, bodega, cuarto de lavado, 2 estacionamientos fijos, elevador. Solo 5 niveles, elevador. A una cuadra de Calzada Acoxpa, Hospital Ángeles Acoxpa, División del Norte. ","https://tecnocasa.mx/detalle-inmueble.php?v=41050","Venta"
"603",603,"T-DF0033-0110"," CUAUHTEMOC, COYOACAN","Departamento en Venta",4400000,"MXN",130,130,3,2,19.33907,-99.18808,"COPILCO EL BAJO","COYOACAN","CDMX","CALIDO DEPARTAMENTO CON EXCELENTE UBICACIÓN, A 2 CUADRAS DE METROBUS DOCTOR GÁLVEZ Y A 5 MIN DE CU, CERCANO A BANCOS Y CENTROS COMERCIALES, CON ACCESO A VÍAS PRINCIPALES DE COMUNICACIÓN COMO INSURGENTES, EJE 10 Y AV UNIVERSIDAD. CONSTA DE 3 RECÁMARAS, 2 BAÑOS COMPLETOS Y 1 ESTACIONAMIENTO. ","https://tecnocasa.mx/detalle-inmueble.php?v=41625","Venta"
"604",604,"T-DF0064-0053"," RIO PANUCO, CUAUHTEMOC","Departamento en Venta",4400000,"MXN",73,73,2,1,19.42907,-99.17076,"CUAUHTEMOC","CUAUHTEMOC","CDMX","Excelente Departamento en venta, exterior, 73 m2, 2 recamaras, cocina integral, sala comedor, 1 1/2 baños, área de lavado, elevador, vigilancia 24/7, a dos cuadras de Reforma, Av. principales, parques, bancos, escuelas, comercios, etc.","https://tecnocasa.mx/detalle-inmueble.php?v=41168","Venta"
"605",605,"T-DF0086-0466"," MAR IRLANDA, MIGUEL HIDALGO","Departamento en Venta",4400000,"MXN",88,88,2,2,19.44505,-99.17347,"ANAHUAC I SECCION","MIGUEL HIDALGO","CDMX","Departamento en venta: Marina Park, consta de 2 recámaras, estudio, sala comedor, cocina integral, 2 baños, 2 estacionamientos y bodega. Cuenta con amenidades tales como: Salon de fiestas, alberca, gimnasio, cine, pista de jogging, cancha de paddel, mini súper, business center, jardines. Puntos de interés cecanos: A 10 minutos de Parques Polanco y torre Bancomer Polanco. Principales vías de acceso: Av. Marina Nacional, Calz. General Mariano Escobedo y Calz. Legaria. Próximo a los corredores financieros de Polanco, Anzures, y a la nueva embajada de Estados Unidos.","https://tecnocasa.mx/detalle-inmueble.php?v=41701","Venta"
"606",606,"T-DF0036-0571"," CALLE 15, BENITO JUAREZ","Departamento en Venta",4400000,"MXN",120,120,3,2,19.38975,-99.1855,"SAN PEDRO DE LOS PINOS","BENITO JUAREZ","CDMX","Departamento en venta de 120m² aprox, en 1° nivel. Cuenta con 3 recamaras con closet, 2 baños completos, sala, comedor, cocina integral, área de lavado, 2 estacionamientos. Cuenta con Roof garden comunitario ","https://tecnocasa.mx/detalle-inmueble.php?v=41725","Venta"
"607",607,"T-DF0081-0343"," SAN LORENZO, BENITO JUAREZ","Departamento en Venta",4399000,"MXN",141,141,3,2,19.37273,-99.1651,"DEL VALLE SUR","BENITO JUAREZ","CDMX","Departamento exterior, 140.5m2. Tres habitaciones, sala-comedor, cocina integral, 2 baños completos, balcón, 1 lugar de estacionamiento. Edificio tranquilo con solamente 2 departamentos por Piso. La zona tiene avenidas principales, super mercados, escuelas, gimnasios, plazas comerciales y parques.","https://tecnocasa.mx/detalle-inmueble.php?v=39332","Venta"
"608",608,"T-DF0138-0154"," CTO. INTERIOR MELCHOR OCAMPO, MIGUEL HIDALGO","Departamento en Venta",4395000,"MXN",100,100,2,2,19.42762,-99.17545,"ANZURES","MIGUEL HIDALGO","CDMX","Departamento de 100m2 aprox, 2 recamaras, la recamara principal cuenta con un vestidor y baño completo, estancias amplias, cocina Integral, 1 lugar de estacionamiento fijo, cuarto de lavado y de servicio. Edificio ubicado a 2 cuadras de Av. Reforma y Polanco.  ","https://tecnocasa.mx/detalle-inmueble.php?v=38476","Venta"
"609",609,"T-DF0103-0405"," CENTENARIO, BENITO JUAREZ","Departamento en Venta",4383792,"MXN",69,69,2,2,19.37767,-99.14325,"SAN SIMON TICUMAC","BENITO JUAREZ","CDMX","Departamento Nuevo, 2 recamaras con closet , 2 baños, sala comedor, cocina integral, área de lavado, Roof garden privado , 1 estacionamiento, elevador, vigilancia 24 hrs.","https://tecnocasa.mx/detalle-inmueble.php?v=41500","Venta"
"610",610,"T-DF0081-0344"," PILARES, BENITO JUAREZ","Departamento en Venta",4350000,"MXN",134,134,2,2,19.37772,-99.16465,"DEL VALLE SUR","BENITO JUAREZ","CDMX","La mejor ubicación en la colonia del valle sur, cerca de plazas comerciales, parques y restaurantes. En 4° piso, con vigilancia las 24 horas. 134 m2 habitables excelente oportunidad de inversión.2 recamaras, cuarto de servicio, estacionamiento y vigilancia 24 h.","https://tecnocasa.mx/detalle-inmueble.php?v=39424","Venta"
"611",611,"T-DF0113-0286"," MORAS, BENITO JUAREZ","Departamento en Venta",4350000,"MXN",100,100,1,1,19.3742,-99.17368,"DEL VALLE SUR","BENITO JUAREZ","CDMX","DEPARTAMENTO UBICADO EN EL CORAZON DE DEL VALLE SUR, 1 RECAMARA, 2 ESTACIONAMIENTOS, BAÑO Y MEDIO, CERCA DE PARQUES, CAFETERIAS, BANCOS, CENTROS COMERCIALES, ADMITE MASCOTAS Y VIGILANCIA LAS 24 HRS","https://tecnocasa.mx/detalle-inmueble.php?v=41511","Venta"
"612",612,"T-DF0112-0376"," MAR EGEO, AZCAPOTZALCO","Departamento en Venta",4350000,"MXN",100,100,3,3,19.46066,-99.18248,"SAN ALVARO","AZCAPOTZALCO","CDMX","Departamento en venta nuevo, con 3 habitaciones con closet ,3 baños completos uno de ellos con tina de jacuzzi y vestidor, sala, comedor, cocina integral, area de lavado,roof garden privado, 2 estacionamientos, 2  bodegas, elevador, gimnasio, seguridad las 24 horas.","https://tecnocasa.mx/detalle-inmueble.php?v=40010","Venta"
"613",613,"T-DF0015-0244"," 5TA ORIENTE, TLALPAN","Casa en Venta",4350000,"MXN",454,454,5,5,19.30166,-99.17164,"ISIDRO FABELA","TLALPAN","CDMX","PROPIEDAD DE 250M2 DE TERRENO Y 454M2 DE CONSTRUCCION EN 3 NIVELES. CUENTA CON 5 RECAMARAS CADA UNA CON SU BAÑO COMPLETO, SALA, COCINA, COMEDOR, 1/2 BAÑO, 2 BODEGAS, AREA DE LAVADO Y TENDIDO, 3 ESTACIONAMIENTOS Y JARDIN TRASERO. UBICADA A 50 MTS. DE AV. PERIFERICO SUR Y 10 MIN. DE ZONA DE HOSPITALES","https://tecnocasa.mx/detalle-inmueble.php?v=40106","Venta"
"614",614,"T-DF0079-0412"," CUAUHTEMOC, COYOACAN","Casa en Venta",4350000,"MXN",350,350,4,3,19.32217,-99.14115,"EL CARACOL","COYOACAN","CDMX","CERCA DE MEDICA SUR SE PROPONE EN VENTA CASA EN ESQUINA CON SUPERFICIE DE 120 M2, 350 M2 C APROX., SALA, COMEDOR, COCINA, 4 HABITACIONES, ÁREA DE LAVADO Y TENDIDO, 3 BAÑOS COMPLETOS, BAÑO DE VISITAS, 2 LUGARES DE ESTACIONAMIENTO Y 2 LOCALES COMERCIALES.","https://tecnocasa.mx/detalle-inmueble.php?v=41395","Venta"
"615",615,"T-DF0094-0322"," CAMINO A LA PIEDRA DEL COMAL, TLALPAN","Casa en Venta",4350000,"MXN",180,180,4,2,19.27289,-99.14455,"VALLE DE TEPEPAN","TLALPAN","CDMX","CASA SOLA  DE 180 M2 DE CONSTRUCCION 225 M2 DE TERRENO QUE CUENTA CON 4 RECAMARAS, ESTANCIA SALA COMEDOR, COCINA INTEGRAL, AREA DE LAVADO Y 5 ESTACIONAMIENTOS.","https://tecnocasa.mx/detalle-inmueble.php?v=39610","Venta"
