"","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","lien","mode"
"1","CE0GT4V000WT","Privada Valdastillas en Villas del Real","Casa en Venta",5e+05,"$",114,96,2,1.5,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V000WT",NA,"Venta"
"2","CE0GT4V002MW","Priv. Florencia Villas del Real","Casa en Venta",550000,"$",115.2,40.5,3,2,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002MW",NA,"Venta"
"3","CE0GT4V002MF","Privada Osorno Nú.27 5a Secc. Villas del Real","Casa en Venta",385000,"$",78,29,2,1,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002MF",NA,"Venta"
"4","CE0GT4V002AL","2da Privada Nicolas Bravo","Casa en Venta",725000,"$",141,161,4,2,0,0,"Santa María Chiconautla","Ecatepec de Morelos","Estado De México","CE0GT4V002AL",NA,"Venta"
"5","CE0HN4V002J1","Circuito Cuiculco Mza 161 Lte 4-A","Casa en Venta",680000,"$",131,60,3,1,0,0,"La Florida De Ciudad Azteca","Ecatepec de Morelos","Estado De México","CE0HN4V002J1",NA,"Venta"
"6","CE0GT4V002KW","Priv. Nomancia en Villas del Real","Casa en Venta",4e+05,"$",77,55,2,1,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002KW",NA,"Venta"
"7","CE0GT4V002KX","Priv. Nomancia en Villas del Real","Casa en Venta",4e+05,"$",77,55,2,1,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002KX",NA,"Venta"
"8","CE0GT4V002P8","Chalco","Casa en Venta",662000,"$",122,87,3,1,0,0,"La Florida De Ciudad Azteca","Ecatepec de Morelos","Estado De México","CE0GT4V002P8",NA,"Venta"
"9","CE0KA4V001PR","Alcatraz","Casa en Venta",990000,"$",180.34,122,3,2,0,0,"Jardines De Morelos","Ecatepec de Morelos","Estado De México","CE0KA4V001PR",NA,"Venta"
"10","CE0GT4V002PN","Culiacan","Casa en Venta",1492400,"$",271,120,4,2,0,0,"Jardines De Morelos","Ecatepec de Morelos","Estado De México","CE0GT4V002PN",NA,"Venta"
"11","AL0PZ4V0000M","nd","Casa en Venta",330000,"$",58,NA,2,1,0,0,"Los Héroes","Ixtapaluca","Estado De México","AL0PZ4V0000M",NA,"Venta"
"12","CE0GT4V002MD","Privada Doblones Viv. 28 Villas del Real","Casa en Venta",4e+05,"$",70,58,2,1,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002MD",NA,"Venta"
"13","CE0GT4V002KI","Lugano Casa 33 en Villas del Real","Casa en Venta",449000,"$",69,29,3,2,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002KI",NA,"Venta"
"14","CE0GT4V002KJ","Laurel Casa 16 en Villas del Real","Casa en Venta",449000,"$",69,29,3,2,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002KJ",NA,"Venta"
"15","CE0KO4V000GX","Valle de Corso","Casa en Venta",450000,"$",66,73,3,1,0,0,"San Buenaventura","Ixtapaluca","Estado De México","CE0KO4V000GX",NA,"Venta"
"16","CE01B4V002VY","bosques de ecatepec","Casa en Venta",345000,"$",50,36,2,1,0,0,"Villas De Ecatepec","Ecatepec de Morelos","Estado De México","CE01B4V002VY",NA,"Venta"
"17","CE0GT4V002ML","Priv. Baleares Casa. 28 en Villas del Real","Casa en Venta",360000,"$",51,60,2,1,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002ML",NA,"Venta"
"18","CE01V4V002XP","Fuente de Nayadas","Casa en Venta",1060000,"$",148,122,3,2.5,0,0,"Jardines De Morelos","Ecatepec de Morelos","Estado De México","CE01V4V002XP",NA,"Venta"
"19","CE0J34V004MH","Paseo Felix Candela Mz.16 Lt.8","Casa en Venta",460000,"$",62,60,2,1.5,0,0,"San Mateo","Cuautitlan","Estado De México","CE0J34V004MH",NA,"Venta"
"20","CE0KO4V000JU","Valle de Corso","Casa en Venta",950000,"$",126,72,3,2,0,0,"San Buenaventura","Ixtapaluca","Estado De México","CE0KO4V000JU",NA,"Venta"
"21","CE0KA4V001CK","Huasteca 205","Casa en Venta",2100000,"$",277,156,1,3,0,0,"Industrial","Gustavo A Madero","Distrito Federal","CE0KA4V001CK",NA,"Venta"
"22","CE0HL4V000O1","Maiz","Casa en Venta",1700000,"$",224,120,3,2.5,0,0,"Santiago Tepalcatlalpan","Xochimilco","Distrito Federal","CE0HL4V000O1",NA,"Venta"
"23","CE0GT4V000VT","Cerrada de Faisanes Mz.11","Casa en Venta",1e+06,"$",130,124,5,2,0,0,"San Buenaventura","Ixtapaluca","Estado De México","CE0GT4V000VT",NA,"Venta"
"24","CE03E4V000B6","CANILES","Casa en Venta",1600000,"$",205,151,4,1,0,0,"Cerro De La Estrella","Iztapalapa","Distrito Federal","CE03E4V000B6",NA,"Venta"
"25","CE0KC4V001AI","Avenida Río Lerma Sur","Casa en Venta",780000,"$",97,81,3,2,0,0,"Bellavista","Cuautitlan Izcalli","Estado De México","CE0KC4V001AI",NA,"Venta"
"26","CO0HK4V000C2","CAPORALES","Casa en Venta",3e+06,"$",372,250,4,3,0,0,"Granjas Esmeralda","Iztapalapa","Distrito Federal","CO0HK4V000C2",NA,"Venta"
"27","CE01V4V002LX","Manzana 23","Casa en Venta",795000,"$",98,102,4,3,0,0,"Lomas De San Francisco Tepojaco","Cuautitlan Izcalli","Estado De México","CE01V4V002LX",NA,"Venta"
"28","CE0GT4V002PO","Durango No.33","Casa en Venta",1300000,"$",160,191,5,3,0,0,"El Chamizal","Ecatepec de Morelos","Estado De México","CE0GT4V002PO",NA,"Venta"
"29","RE0AT4V001R6","San Buenaventura","Casa en Venta",550000,"$",67,110,3,1,0,0,"San Buenaventura","Ixtapaluca","Estado De México","RE0AT4V001R6",NA,"Venta"
"30","CE0GT4V002PW","Sur 26 No.238 en Plazas de Sta. Clara","Casa en Venta",1163000,"$",140,120,3,2,0,0,"Santa Clara Coatitla","Ecatepec de Morelos","Estado De México","CE0GT4V002PW",NA,"Venta"
"31","CE0KK4V000GA","Calzada de los Misterios","Casa en Venta",3e+06,"$",358,175,7,4,0,0,"Industrial","Gustavo A Madero","Distrito Federal","CE0KK4V000GA",NA,"Venta"
"32","CE00Z4V000LM","Av. Sur 12","Casa en Venta",5950000,"$",703,551,4,2,0,0,"Agrícola Oriental","Iztacalco","Distrito Federal","CE00Z4V000LM",NA,"Venta"
"33","CE03H4V004LU","Avenida Gran Plaza","Casa en Venta",1980000,"$",230,135,4,3.5,0,0,"Lomas Boulevares","Tlalnepantla","Estado De México","CE03H4V004LU",NA,"Venta"
"34","CE01V4V002LT","Privada de Rio Serpis","Casa en Venta",490000,"$",56,40,2,1,0,0,"Valle San Pedro","Tecamac","Estado De México","CE01V4V002LT",NA,"Venta"
"35","CE0GT4V002EO","Condominio Yucatan Casa 9A","Casa en Venta",626000,"$",70,72,3,1,0,0,"Las Americas","Ecatepec de Morelos","Estado De México","CE0GT4V002EO",NA,"Venta"
"36","CE0J34V004FM","1º Cda Saturno","Casa en Venta",970000,"$",108,120,3,2,0,0,"Ensueños","Cuautitlan Izcalli","Estado De México","CE0J34V004FM",NA,"Venta"
"37","CE0GT4V002EF","Bosque de Pantera Fracc. Hacienda del Bosque","Casa en Venta",550000,"$",60.41,60.41,2,1.5,0,0,"Tecámac De Felipe Villanueva Centro","Tecamac","Estado De México","CE0GT4V002EF",NA,"Venta"
"38","CE0GT4V002MN","Azucena","Casa en Venta",850000,"$",93,123,2,2,0,0,"Jardines De Morelos","Ecatepec de Morelos","Estado De México","CE0GT4V002MN",NA,"Venta"
"39","CE0KA4V001C8","2da Sección","Casa en Venta",1600000,"$",174,90,2,2,0,0,"Ermita Zaragoza","Iztapalapa","Distrito Federal","CE0KA4V001C8",NA,"Venta"
"40","CE0GT4V002KM","Priv. Monza Secc. 4 en Villas del Real","Casa en Venta",1003000,"$",108,90,3,2.5,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002KM",NA,"Venta"
"41","MI0014V000JE","Buena Suerte","Casa en Venta",2800000,"$",300,200,3,1.5,0,0,"Las Arboledas","Tlahuac","Distrito Federal","MI0014V000JE",NA,"Venta"
"42","CE0GT4V002E3","Priv. Granada en Villas del Real","Casa en Venta",1030000,"$",109.54,85,3,2,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002E3",NA,"Venta"
"43","AL0PN4V0000R","Playa Mirador","Casa en Venta",4950000,"$",520,220,5,5,0,0,"Militar Marte","Iztacalco","Distrito Federal","AL0PN4V0000R",NA,"Venta"
"44","CE01V4V002L4","Lago Tangañica","Casa en Venta",1220000,"$",122,123,3,1,0,0,"Jardines De Morelos Secc. Lagos","Ecatepec de Morelos","Estado De México","CE01V4V002L4",NA,"Venta"
"45","CE0KS4V000KN","IMPACTO","Casa en Venta",1650000,"$",164,96,3,1.5,0,0,"Atlanta","Cuautitlan Izcalli","Estado De México","CE0KS4V000KN",NA,"Venta"
"46","CE0KK4V000GL","Viveros de Coyoacan","Casa en Venta",2600000,"$",257,220,3,2.5,0,0,"Viveros De La Loma","Tlalnepantla","Estado De México","CE0KK4V000GL",NA,"Venta"
"47","TE0HI4V0000L","PAJARES","Casa en Venta",2400000,"$",235,162,1,1,0,0,"Progreso Del Sur","Iztapalapa","Distrito Federal","TE0HI4V0000L",NA,"Venta"
"48","US0014V028H9","paso del trueno","Casa en Venta",3700000,"$",360,202,4,4,0,0,"Lomas Valle Dorado","Tlalnepantla","Estado De México","US0014V028H9",NA,"Venta"
"49","CE0GT4V002MT","Rancho las Carmelitas No.2","Casa en Venta",570000,"$",55.15,59.47,3,2,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002MT",NA,"Venta"
"50","CE0KC4V001PU","Quito","Casa en Venta",2500000,"$",241,160,5,4,0,0,"Valle Dorado","Tlalnepantla","Estado De México","CE0KC4V001PU",NA,"Venta"
"51","TE0JG4V001JJ","Oriente 166","Casa en Venta",3500000,"$",336,190,5,4,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG4V001JJ",NA,"Venta"
"52","CE0GT4V002KL","Privada Jerez vivienda.18 en villas del real","Casa en Venta",470000,"$",45,49,2,1.5,0,0,"Sierra Hermosa","Tecamac","Estado De México","CE0GT4V002KL",NA,"Venta"
"53","AL0O44V001QD","DEL GAS","Casa en Venta",5200000,"$",489,300,5,6,0,0,"Del Gas","Azcapotzalco","Distrito Federal","AL0O44V001QD",NA,"Venta"
"54","GR0MY4V002G3","nd","Casa en Venta",4e+06,"$",370,240,4,2,0,0,"Sinatel","Iztapalapa","Distrito Federal","GR0MY4V002G3",NA,"Venta"
"55","CE0KL4V000Y5","Valle de Tormes","Casa en Venta",1395000,"$",127.95,133,3,1.5,0,0,"Valle De Aragón 3ra Secc. Poniente","Ecatepec de Morelos","Estado De México","CE0KL4V000Y5",NA,"Venta"
"56","CE0KO4V000GE","Andador Cerro Encantado","Casa en Venta",1100000,"$",99,101,3,2,0,0,"Ermita Zaragoza","Iztapalapa","Distrito Federal","CE0KO4V000GE",NA,"Venta"
"57","CE0HZ4V001DI","Bosques de Alheli","Casa en Venta",750000,"$",67,72,2,1,0,0,"Real del Bosque","Tultitlan","Estado De México","CE0HZ4V001DI",NA,"Venta"
"58","AL0O44V001Q5","nd","Casa en Venta",1986000,"$",175,160,6,2,0,0,"Providencia","Gustavo A Madero","Distrito Federal","AL0O44V001Q5",NA,"Venta"
"59","CE0HN4V002OD","Circuito Lago Ayarza","Casa en Venta",740000,"$",65,71,2,2,0,0,"Cuautitlán Izcalli Centro","Cuautitlan Izcalli","Estado De México","CE0HN4V002OD",NA,"Venta"
"60","PO00Z4V000N6","CONVENTO SAN JUAN DE LOS LAGOS","Casa en Venta",3150000,"$",276,200,4,2.5,0,0,"Jardines De Santa Mónica","Tlalnepantla","Estado De México","PO00Z4V000N6",NA,"Venta"
"61","CE01V4V002XV","Av. Centenario","Casa en Venta",1650000,"$",141,180,2,1.5,0,0,"Juan González Romero","Gustavo A Madero","Distrito Federal","CE01V4V002XV",NA,"Venta"
"62","US0014V027Y9","Pluton","Casa en Venta",1300000,"$",110,156,3,1.5,0,0,"Arcos De La Hacienda","Cuautitlan Izcalli","Estado De México","US0014V027Y9",NA,"Venta"
"63","AL0O44V001EZ","nd","Casa en Venta",4200000,"$",350,352,8,3,0,0,"Santa Isabel Tola","Gustavo A Madero","Distrito Federal","AL0O44V001EZ",NA,"Venta"
"64","CE03E4V000TW","CIRCUITO RIO BLANCO","Casa en Venta",2700000,"$",223,120,4,3,0,0,"Paseos De Churubusco","Iztapalapa","Distrito Federal","CE03E4V000TW",NA,"Venta"
"65","CE0154V001VT","Av. Independencia MZ37 LT 37 4 A","Casa en Venta",820000,"$",65.8,72,2,1,0,0,"Las Americas","Ecatepec de Morelos","Estado De México","CE0154V001VT",NA,"Venta"
"66","CE01V4V001K2","Bosques de Arrayanes","Casa en Venta",840000,"$",67,168,2,1,0,0,"Real del Bosque","Tultitlan","Estado De México","CE01V4V001K2",NA,"Venta"
"67","CE0154V001VS","Av. Jose de San Martin mz 73 lt 61 b","Casa en Venta",765000,"$",60,68,2,1,0,0,"Las Americas","Ecatepec de Morelos","Estado De México","CE0154V001VS",NA,"Venta"
"68","AL0O44V001CP","nd","Casa en Venta",9e+05,"$",70,194,3,2,0,0,"Rancho Guadalupe O Residentes De Ayotla","Ixtapaluca","Estado De México","AL0O44V001CP",NA,"Venta"
"69","CE0KO4V000NV","Oriente 114","Casa en Venta",2300000,"$",176,118,3,2,0,0,"Gabriel Ramos Millán","Iztacalco","Distrito Federal","CE0KO4V000NV",NA,"Venta"
"70","CE01V4V002XW","Av. Rinconada Ave del Paraiso","Casa en Venta",1200000,"$",91,108,3,1.5,0,0,"Rinconada De San Miguel","Cuautitlan Izcalli","Estado De México","CE01V4V002XW",NA,"Venta"
"71","CE01B4V002VZ","convento del carmen","Casa en Venta",2995000,"$",227,225,4,3,0,0,"Jardines De Santa Mónica","Tlalnepantla","Estado De México","CE01B4V002VZ",NA,"Venta"
"72","CO0HK4V001U1","PUENTE DE PIEDRA","Casa en Venta",4500000,"$",337,380,4,5,0,0,"Toriello Guerra","Tlalpan","Distrito Federal","CO0HK4V001U1",NA,"Venta"
"73","CE0HL4V001XS","Rincon del molino","Casa en Venta",3400000,"$",246,180,3,3.5,0,0,"Bosque Residencial Del Sur","Xochimilco","Distrito Federal","CE0HL4V001XS",NA,"Venta"
"74","GR0MY4V002YX","nd","Casa en Venta",3e+06,"$",214,100,3,3,0,0,"Santiago Tepalcatlalpan","Xochimilco","Distrito Federal","GR0MY4V002YX",NA,"Venta"
"75","CE00Z4V001ZK","Av. Genaro García","Casa en Venta",4950000,"$",346,240,4,2.5,0,0,"Jardín Balbuena","Venustiano Carranza","Distrito Federal","CE00Z4V001ZK",NA,"Venta"
"76","CE0KC4V001A1","CONVENTO DE LA MERCED","Casa en Venta",2350000,"$",164,201,4,2.5,0,0,"Jardines De Santa Mónica","Tlalnepantla","Estado De México","CE0KC4V001A1",NA,"Venta"
"77","TE0HN4V0000Q","Playa Olas Altas","Casa en Venta",3350000,"$",230,151,3,3,0,0,"Militar Marte","Iztacalco","Distrito Federal","TE0HN4V0000Q",NA,"Venta"
"78","US0014V024X3","IGNACIO BARRERA","Casa en Venta",2450000,"$",168,200,3,2.5,0,0,"El Rosario","Iztapalapa","Distrito Federal","US0014V024X3",NA,"Venta"
"79","TE0H84V000H5","Playa Tabachines","Casa en Venta",3500000,"$",240,200,1,1,0,0,"Militar Marte","Iztacalco","Distrito Federal","TE0H84V000H5",NA,"Venta"
"80","TE0JG4V001JP","Municipio Libre","Casa en Venta",4399000,"$",300,150,4,3,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG4V001JP",NA,"Venta"
"81","CE0J34V004MJ","Priv. Marly","Casa en Venta",1330000,"$",90,132,3,1.5,0,0,"URBI Quinta Montecarlo","Cuautitlan Izcalli","Estado De México","CE0J34V004MJ",NA,"Venta"
"82","TE0JG4V001JV","ANDRES MOLINA","Casa en Venta",4500000,"$",300,160,5,2,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG4V001JV",NA,"Venta"
"83","CE0J34V004AQ","Mira Vereda Mz-80 Lt.35 A H-31","Casa en Venta",970000,"$",64,126,2,1.5,0,0,"Cumbria","Cuautitlan Izcalli","Estado De México","CE0J34V004AQ",NA,"Venta"
"84","CE0KO4V000JS","Campo Cantemoc","Casa en Venta",2700000,"$",171,121,2,3,0,0,"San Miguel Amantla","Azcapotzalco","Distrito Federal","CE0KO4V000JS",NA,"Venta"
"85","CE0HA4V001U9","Grecia Norte","Casa en Venta",950000,"$",60,80,2,1.5,0,0,"Cumbres Del Valle","Tlalnepantla","Estado De México","CE0HA4V001U9",NA,"Venta"
"86","CA0CO4V000O1","Sillon De Mendoza 1","Casa en Venta",4350000,"$",269,NA,3,0,0,0,"Toriello Guerra","Tlalpan","Distrito Federal","CA0CO4V000O1",NA,"Venta"
"87","CE0J34V004M8","Geranios","Casa en Venta",2500000,"$",154,136,3,2.5,0,0,"Jardines Del Alba","Cuautitlan Izcalli","Estado De México","CE0J34V004M8",NA,"Venta"
"88","CE01V4V002L9","chalma","Casa en Venta",1300000,"$",80,120,2,1.5,0,0,"El Olivo II Parte Baja","Tlalnepantla","Estado De México","CE01V4V002L9",NA,"Venta"
"89","CE0KC4V001KF","CONVENTO CORPUS CRISTI","Casa en Venta",3300000,"$",200,283,4,2.5,0,0,"Jardines De Santa Mónica","Tlalnepantla","Estado De México","CE0KC4V001KF",NA,"Venta"
"90","CE0KC4V001PX","CONVENTO DE SAN HIPOLITO","Casa en Venta",1390000,"$",84,120,3,1,0,0,"Valle De Santa Mónica","Tlalnepantla","Estado De México","CE0KC4V001PX",NA,"Venta"
"91","CE0HZ4V001UY","Abedules Oriente","Casa en Venta",2300000,"$",135,168,3,2,0,0,"Arcos Del Alba","Cuautitlan Izcalli","Estado De México","CE0HZ4V001UY",NA,"Venta"
"92","AL0GN4V001JA","Av. 16 de Septiembre","Casa en Venta",3590000,"$",210,250,7,3,0,0,"Santa Inés","Azcapotzalco","Distrito Federal","AL0GN4V001JA",NA,"Venta"
"93","TE0JG4V001JB","Larga Distancia","Casa en Venta",3950000,"$",230,126,1,1,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG4V001JB",NA,"Venta"
"94","TE0H84V000HA","Playa Cortes","Casa en Venta",3300000,"$",190,200,4,6,0,0,"Militar Marte","Iztacalco","Distrito Federal","TE0H84V000HA",NA,"Venta"
"95","AL0PZ4V0000W","Rincón del Puente","Casa en Venta",3981600,"$",228,267,0,0,0,0,"Bosque Residencial Del Sur","Xochimilco","Distrito Federal","AL0PZ4V0000W",NA,"Venta"
"96","TE0H84V000J9","Playa Tabachines","Casa en Venta",3350000,"$",180,200,1,1,0,0,"Militar Marte","Iztacalco","Distrito Federal","TE0H84V000J9",NA,"Venta"
"97","CE0KO4V000JA","Oriente 253","Casa en Venta",3500000,"$",184,183,2,1,0,0,"Agrícola Oriental","Iztacalco","Distrito Federal","CE0KO4V000JA",NA,"Venta"
"98","CE0KK4V000NV","Tenanzintla","Casa en Venta",2100000,"$",110,152,3,2,0,0,"Jardines De Santa Mónica","Tlalnepantla","Estado De México","CE0KK4V000NV",NA,"Venta"
"99","GR0MY4V002Y5","nd","Casa en Venta",4400000,"$",200,140,4,3,0,0,"Sinatel","Iztapalapa","Distrito Federal","GR0MY4V002Y5",NA,"Venta"
"100","TE0JG4V001JR","Plutarco Elias Calles","Casa en Venta",3200000,"$",130,140,3,2,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG4V001JR",NA,"Venta"
"101","AS0AO14V001GB","LOS JAZMINES","Casa en Venta",2550000,"$",NA,NA,0,0,0,0,"Cumbria","Cuautitlan Izcalli","Estado De México","AS0AO14V001GB",NA,"Venta"
"102","VI0HR14V00004","Residencial Clavería","Casa en Venta",3450000,"$",NA,NA,0,0,0,0,"Clavería","Azcapotzalco","Distrito Federal","VI0HR14V00004",NA,"Venta"
"103","CE0KS14V000N5","Alborada","Casa en Venta",4e+05,"$",62,48,2,1,0,0,"Rancho San Blas","Cuautitlan","Estado De México","CE0KS14V000N5",NA,"Venta"
"104","CE0J314V004MF","San Martin Caballero Mz.16 Lt.63","Casa en Venta",570000,"$",76,92,3,1.5,0,0,"Lomas De San Francisco Tepojaco","Cuautitlan Izcalli","Estado De México","CE0J314V004MF",NA,"Venta"
"105","CE0KS14V000KL","STRAUSS VIV A LOT 125 MZ 54","Casa en Venta",310000,"$",35.87,60,1,1,0,0,"San Mateo","Cuautitlan","Estado De México","CE0KS14V000KL",NA,"Venta"
"106","CE0HZ14V001DA","San Anonito de Padua","Casa en Venta",410000,"$",46,55,2,1,0,0,"Lomas De San Francisco Tepojaco","Cuautitlan Izcalli","Estado De México","CE0HZ14V001DA",NA,"Venta"
"107","US00114V028QE","Avenida 2","Casa en Venta",890000,"$",80,106,2,1,0,0,"Lomas De San Lorenzo","Iztapalapa","Distrito Federal","US00114V028QE",NA,"Venta"
"108","CE0KS14V000KQ","PASEOS DE LA HONESTIDAD","Casa en Venta",780000,"$",66,65,3,1,0,0,"Paseos Izcalli","Cuautitlan Izcalli","Estado De México","CE0KS14V000KQ",NA,"Venta"
"109","AR00814V001WR",".","Casa en Venta",9e+05,"$",74.88,99.014,2,1.1,0,0,"Exhacienda San Miguel","Cuautitlan Izcalli","Estado De México","AR00814V001WR",NA,"Venta"
"110","CE0OH14V001CK","Salto del Agua","Casa en Venta",725000,"$",59.19,31.49,2,2,0,0,"Las Arboledas","Tlahuac","Distrito Federal","CE0OH14V001CK",NA,"Venta"
"111","CE0J314V004FT","Camino a la Mina Casa.C Mz.40 Lt.5","Casa en Venta",870000,"$",66,65,2,1,0,0,"Paseos Izcalli","Cuautitlan Izcalli","Estado De México","CE0J314V004FT",NA,"Venta"
"112","TE0JG14V001JO","Amacuzac","Casa en Venta",2300000,"$",160,85,1,1,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG14V001JO",NA,"Venta"
"113","TE0JG14V001J8","Presidentes 17 B","Casa en Venta",2800000,"$",150,127,3,3,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG14V001J8",NA,"Venta"
"114","TE1CK8V00003","VIVAMX","Departamento en Venta",620000,"$",NA,NA,0,0,0,0,"San Martín Xochináhuac","Azcapotzalco","Distrito Federal","TE1CK8V00003",NA,"Venta"
"115","EN0NX8V00001","Enmarca Calle Dos 201","Departamento en Venta",640000,"$",NA,NA,0,0,0,0,"Agrícola Pantitlan","Iztacalco","Distrito Federal","EN0NX8V00001",NA,"Venta"
"116","QU00Q8V001GN","Quiero Casa Real del San Martín (Azcapotzalco)","Departamento en Venta",719290.84,"$",NA,NA,0,0,0,0,"Santa Bárbara","Azcapotzalco","Distrito Federal","QU00Q8V001GN",NA,"Venta"
"117","EN0NW8V00001","ENKSA AZCAPOTZALCO","Departamento en Venta",997000,"$",NA,NA,0,0,0,0,"Del Gas","Azcapotzalco","Distrito Federal","EN0NW8V00001",NA,"Venta"
"118","ZD0038V00001","Cui 2314","Departamento en Venta",1170000,"$",NA,NA,0,0,0,0,"Clavería","Azcapotzalco","Distrito Federal","ZD0038V00001",NA,"Venta"
"119","CO0WC8V00001","PARQUE ZENTRO","Departamento en Venta",1215600,"$",NA,NA,0,0,0,0,"Moctezuma 2a Secc.","Venustiano Carranza","Distrito Federal","CO0WC8V00001",NA,"Venta"
"120","DE0OE8V00006","RESIDENCIAL GRAND INSURGENTES","Departamento en Venta",1494110,"$",NA,NA,0,0,0,0,"Capultitlán","Gustavo A Madero","Distrito Federal","DE0OE8V00006",NA,"Venta"
"121","DE0HY8V00001","Puerta Lindavista","Departamento en Venta",1800000,"$",NA,NA,0,0,0,0,"Lindavista","Gustavo A Madero","Distrito Federal","DE0HY8V00001",NA,"Venta"
"122","AL0PZ8V000NG","nd","Departamento en Venta",330004,"$",58,NA,2,1,0,0,"Los Héroes","Ixtapaluca","Estado De México","AL0PZ8V000NG",NA,"Venta"
"123","CE0J38V004AV","Bosques de la hacienda depto.102 edif.27 Mz.B.","Departamento en Venta",380000,"$",66,NA,3,1,0,0,"Bosques De la Hacienda 3a Secc.","Cuautitlan Izcalli","Estado De México","CE0J38V004AV",NA,"Venta"
"124","CE0HL8V001XX","Josefa Ortiz de Dominguez","Departamento en Venta",320000,"$",55,NA,2,1,0,0,"Ixtapaluca Centro","Ixtapaluca","Estado De México","CE0HL8V001XX",NA,"Venta"
"125","CE0KS8V000KM","PASEO DEL CONDOR MZ NR 1 EDIF 6 A DEPTO","Departamento en Venta",435000,"$",58,NA,3,1,0,0,"Bosques De La Hacienda","Cuautitlan Izcalli","Estado De México","CE0KS8V000KM",NA,"Venta"
"126","US0018V028H3","Boya","Departamento en Venta",9e+05,"$",106,NA,3,1.5,0,0,"Vallejo","Gustavo A Madero","Distrito Federal","US0018V028H3",NA,"Venta"
"127","US0018V027PN","Valle San Gabriel Privada Rio Manpodre","Departamento en Venta",550000,"$",60,NA,2,1,0,0,"Valle San Pedro","Tecamac","Estado De México","US0018V027PN",NA,"Venta"
"128","AL0O48V001EQ","nd","Departamento en Venta",650000,"$",66,NA,3,1,0,0,"Cerro De La Estrella","Iztapalapa","Distrito Federal","AL0O48V001EQ",NA,"Venta"
"129","CE00M8V002QC","Casco","Departamento en Venta",850000,"$",82,NA,3,1,0,0,"Exhacienda De Enmedio Fovissste","Tlalnepantla","Estado De México","CE00M8V002QC",NA,"Venta"
"130","AL0PN8V0000C","Calle 7 num 258","Departamento en Venta",580000,"$",55,NA,2,1,0,0,"Agrícola Pantitlan","Iztacalco","Distrito Federal","AL0PN8V0000C",NA,"Venta"
"131","CE0HN8V002YN","Av. Paseo del Ferrocarril","Departamento en Venta",725000,"$",66,NA,3,1,0,0,"Los Reyes Ixtacala 1ra. Secc.","Tlalnepantla","Estado De México","CE0HN8V002YN",NA,"Venta"
"132","CE0HL8V001QH","Francisco Polo Rodriguez","Departamento en Venta",790000,"$",70,NA,2,1,0,0,"El Rosario","Iztapalapa","Distrito Federal","CE0HL8V001QH",NA,"Venta"
"133","CE0KA8V001FZ","Calle 1 No. 99","Departamento en Venta",490000,"$",43.2,NA,2,1,0,0,"Agrícola Pantitlan","Iztacalco","Distrito Federal","CE0KA8V001FZ",NA,"Venta"
"134","CE0HA8V001DY","Cto. Constitucion","Departamento en Venta",1200000,"$",105,NA,1,1,0,0,"Lomas Boulevares","Tlalnepantla","Estado De México","CE0HA8V001DY",NA,"Venta"
"135","TE0JG8V001JG","Manuel Gamnio","Departamento en Venta",440000,"$",38,38,1,1,0,0,"Sinatel","Iztapalapa","Distrito Federal","TE0JG8V001JG",NA,"Venta"
"136","CE0KA8V001CN","San Pablo Xalpa 434","Departamento en Venta",630000,"$",54.32,NA,2,1,0,0,"San Martín Xochináhuac","Azcapotzalco","Distrito Federal","CE0KA8V001CN",NA,"Venta"
"137","TE0HI8V0000W","RETORNO","Departamento en Venta",450000,"$",38,38,1,1,0,0,"Unidad Modelo","Iztapalapa","Distrito Federal","TE0HI8V0000W",NA,"Venta"
"138","TE0HI8V000N2","LEÑADORES","Departamento en Venta",750000,"$",60,60,2,1,0,0,"Granjas Esmeralda","Iztapalapa","Distrito Federal","TE0HI8V000N2",NA,"Venta"
"139","CE0KA8V001CL","Acueducto de Guadalupe andador 45 S/N","Departamento en Venta",930000,"$",70,NA,2,1,0,0,"Acueducto De Guadalupe","Gustavo A Madero","Distrito Federal","CE0KA8V001CL",NA,"Venta"
