"","id_offer","adress","type","price","currency","surface_grnd","surface_good","nb_room","nb_bathroom","lat","lng","colonia","municipio","estado","desc_good","detailedListings.i."
"316",65423210,"Oriente 12 4418  , Guadalupe Victoria , 07790 Gustavo A. Madero, Ciudad de México, México,  Guadalupe Victoria, Gustavo A. Madero","Departamento",2150000,"MN",67,67,2,2,19.4705727,-99.1392374,"Guadalupe Victoria","Gustavo A. Madero","Ciudad de México","Ref: 1 5 7 3 3 3 Si buscas comprar un departamento con excelente ubicación tengo está muy buena opción a unos pasos de Avenida Cuitláhuac en la calle de Oriente 12. Súper bien ubicado, con fácil acceso a importantes vías de comunicación y cerca de diferentes transportes públicos para llegar a cualquier punto de la ciudad como sería el centro y Paseo de la Reforma a 10 minutos. La zona de Vallejo se caracteriza por contar con escuelas, mercados, el Hospital La Raza a 2 minutos, Centros comerciales -Portal Vallejo y gran variedad de oferta gastronómica. El edificio alberga de 29 departamentos con vigilancia y una terraza interior ideal para la convivencia familiar, excelente para parejas o familias pequeñas. El departamento es exterior en planta baja, tiene dos recámaras con closets la principal con baño, sala y comedor muy iluminados con persianas, cocina integral equipada y cuarto de lavado. Cuenta con un lugar de estacionamiento con elevautos.  AmenidadesSeguridad privada                        Elevadores                Terraza                                           Closets                        Sala y Comedor                           Piso Laminado NEXIMOINMOBILIARIADIGITAL","https://www.inmuebles24.com/propiedades/venta-de-departamento-en-oriente-12-vallejo-ciudad-de-65423210.html"
"317",65538446,"AV. DE LOA 100 METROS 1040,  Nueva Industrial Vallejo, Gustavo A. Madero","Departamento",1339000,"MN",118,118,2,1,19.4833814,-99.149294,"Nueva Industrial Vallejo","Gustavo A. Madero","Ciudad de México","""LINDO DEPARTAMENTO EN VENTA A UN SUPER PRECIO"" PAGO DE CONTADO, NO SE ACEPTAN CREDITOS. INFORMES Y VENTAS: SANDRA RANGEL ASESOR INMOBILIARIO Ver datos","https://www.inmuebles24.com/propiedades/gustavo-a-madero-nueva-industrial-vallejo-65538446.html"
"318",64674345,"F.C Hidalgo ,  Bondojito, Gustavo A. Madero","Departamento",1274500,"MN",80,80,2,1,19.468929,-99.1156549,"Bondojito","Gustavo A. Madero","Ciudad de México","¡¡¡EXCELENTE PRECIO, UNICA OPORTUNIDAD DE ADQUISICION Y MAGNIFICA INVERSION!!!! PRECIOS MUY POR DEBAJO DEL VALOR COMERCIAL. NO SE ACEPTA NINGUN TIPO DE CREDITO, EL PAGO SE REALIZA EN 2 EXHIBICIONES ¡¡¡UNICAMENTE SE ACEPTA RECURSO PROPIO!!! TU MEJOR OPCION PARA VIVIR COMODO Y EN UNA BUENA ZONA, DEPARTAMENTO MUY AMPLIO Y CON EXCELENTE UBICACIÓN, CUENTA CON TODOS LOS SERVICIOS, CERCANO A COMERCIOS DE DISTINTOS GIROS EN LA ZONA, RESTAURANTES, TIENDAS DE CONVENIENCIA, BANCOS, CENTROS DE SALUD Y PLAZAS COMERCIALES. CUENTA CON VIAS DE ACCESO PRINCIPALES CIRCUITO INTERIOR, CALZADA DE GUADALUPE Y CALZADA DE LOS MISTERIOS. NO LO PIENSES MAS Y AGENDA TU CITA ¡¡¡HOY MISMO!!!! ENTREGA TOTALMENTE GARANTIZADA, SOMOS ESPECIALISTAS EN RECUPERACIONES HIPOTECARIAS. CONTAMOS CON MAS OPCIONES DE CASA O DEPARTAMENTOS ASESORIA GRATUITA Y SIN COMPROMISO MAURICIO GARCIA ASESOR INMOBILIARIO CONTACTO: Ver datos 98 @corporativopatrimonialhipotecario.com.mx","https://www.inmuebles24.com/propiedades/depto-en-venta-cerca-de-plaza-tepeyac-64674345.html"
"319",65892618,"3 Rancho Benito CON Palma Abanico COL  Cuautepec II Alcaldia Gustavo A  Madero,  Cuautepec de Madero, Gustavo A. Madero","Departamento",692786,"MN",70,70,2,1,19.5458275,-99.1393889,"Cuautepec de Madero","Gustavo A. Madero","Ciudad de México","Excelente oportunidad de hacerte de un Inmueble de REMATE BANCARIO!!!! no acepta créditos , solo recursos propios , esta propiedad esta muy por debajo de su valor comercial , se adquiere en dos pagos.        Se entrega en aproximadamente en 12 meses.Tenemos convenios con las instituciones bancarias de México.Permíteme Asesorarte de manera IntegralLicenciado Mauricio HernándezEspecialista en bienes raícesContáctame:Linea y WhatsApp: Ver datosCorreo: Ver datosTe acompañamos en todo el proceso hasta la entrega del Inmueble .Toda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V., a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior.","https://www.inmuebles24.com/propiedades/departamento-cuautepec-de-madero-65892618.html"
"320",64205520,"Puerto Oporto 64A,  Ampliación San Juan de Aragón, Gustavo A. Madero","Departamento",689576,"MN",65,65,2,1,19.4686743,-99.090467,"Ampliación San Juan de Aragón","Gustavo A. Madero","Ciudad de México","¡¡¡ EN LAS CRISIS SE GENERAN LAS GRANDES OPORTUNIDADES!!!.Departamento en Venta Puerto Oporto 64A, San Juan de Aragón, GAM.Precio GUTZA: $ 689,576SOLO DE CONTADO, no se aceptan créditos.• Somos la empresa líder en Remates Bancarios en México.• Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles.• Tenemos la mejor opción para ti:*Inmuebles en proceso jurídico.*Inmuebles adjudicados.*Inmuebles que ya recuperamos, con posesión legal y física (entrega inmediata).• Contrato a 6 meses. • Imágenes de Referencia.• Precio Sujeto a cambio sin previo aviso.Llámame:Brandon HernándezCel. 56 Ver datos     @gutzabienesraices.mxToda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V., a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior.Toda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V., a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior.","https://www.inmuebles24.com/propiedades/departamento-en-venta-san-juan-aragon-gam-recuperacion-64205520.html"
"321",65981016,"FERROCARRIL HIDALGO 2129,  Del Obrero, Gustavo A. Madero","Departamento",564400,"MN",NA,65,2,1,19.5010581,-99.0935737,"Del Obrero","Gustavo A. Madero","Ciudad de México","CONTACTO: Alejandra García al 561,Ver datos Ver datose Correo: Departamento de oportunidad bancario a un costo por debajo de su valor comercial ¡NO SE ACEPTAN CRÉDITOS HIPOTECARIOS! -- SÓLO RECURSOS PROPIOS— ¡Entrega garantizada! nos encargamos de todo el servicio jurídico hasta la entrega de tus llaves. *Tenemos testimonios y pruebas que lo demuestran *Mostramos expediente Los remates bancarios no se pueden adquirir mediante créditos hipotecarios (bancarios, INFONAVIT, FOVISSSTE), únicamente con recursos propios. Los inmuebles no se pueden ver en su interior pues siguen habitadas por el deudor. entrega de 6 a 8 meses depende del avance procesal en que se encuentra, solicite una cita en nuestras oficinas para recibir información y asesoría profesional sin compromiso. DISTRIBUCIÓN: 65M², 2 RECÁMARAS, 1 BAÑOS, 1 ESTACIONAMIENTOS, $564,400 REFERENCIAS: AV. CENTENARIO, MERCADO GABRIEL HERNÁNDEZ, VERIFICENTRO CENTENARIO ATZACOALCO ¿Quieres conocer nuestros CASOS DE ÉXITO en el sector? Visítanos: *Web: * FB: @AGNORINMOBILIARIA CONTACTO: Alejandra García al 561,Ver datos Ver datose Correo: contáctanos, será un placer poner a tu disposición todo nuestro conocimiento y experiencia. Para AG NOR INMOBILIARIA lo más importante es PROTEGER TU INVERSIÓN","https://www.inmuebles24.com/propiedades/departamento-de-oportunidad-b.-condominio-del-obrero-65981016.html"
"322",64261471,"EMILIANO ZAPATA 4137,  25 de Julio, Gustavo A. Madero","Departamento",755342,"MN",NA,55,2,1,19.4927936,-99.0848011,"25 de Julio","Gustavo A. Madero","Ciudad de México","Departamento en Venta DEPARTAMENTO EN VENTA GUSTAVO A MADERO CDMX EXCELENTE OPORTUNIDAD ENTRE 40% Y 60% MENOS DE SU VALOR COMERCIAL ACTUAL, BUENA UBICACION PARA INVERSION O HACERSE DE UN PATRIMONIO, LA ADQUISICION DE ESTE INMUEBLE ES CON RECURSOS PROPIOS. SOMOS ESPECIALISTAS, NO PONGA SU DINERO EN RIESGO, GARANTIA POR ESCRITO, SERIEDAD ABSOLUTA PROCESO GARANTIZADO CON CONTRATO ANTE NOTARIO PUBLICO","https://www.inmuebles24.com/propiedades/remate-hipotecario-emilina-zapata-4137-col-25-de-julio-64261471.html"
"323",65148095,"Calzada de los Misterios,  Industrial, Gustavo A. Madero","Departamento",3490000,"MN",167,167396,3,3,19.4706172,-99.1244413,"Industrial","Gustavo A. Madero","Ciudad de México","Distribución:- Sala Comedor.- Cocina integral.-Pasillo.- 3 recámaras. Dos de ellas con closet.- 3 baños completos. Uno en cada recámara y ½ baño para visitas.- Área de lavado.-$ 1,000.00 pesos de mantenimiento mensual.Características:-Departamento exterior.- Terreno:  167.96 m2- Construcción:  167.96 m2- Ubicado en piso 3.- 38 años de antigüedad.- 1 cajón de estacionamiento.Equipamiento:- Gas estacionario.Amenidades:- Elevador.- Conserje- Servicios de la zona: SACMEX (Agua), CFE, Drenaje, Servicios Municipales, Transporte Publico y Vialidades como Calzada de los misterios- Cercano al inmueble: A media cuadra de la estación de Metrobús Excelsior. A 2 cuadras de Calzada de Guadalupe. A 5 minutos de Walmart y Plaza Tepeyac. Bancos, restaurantes, centros comerciales cercanos, escuelasFormas de pago:- De contado; y- Aceptamos créditos.","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-la-colonia-industrial-65148095.html"
"324",65258890,"AV ING, BASILISO ROMO ANGUIANO#190,  Industrial, Gustavo A. Madero","Departamento",830000,"MN",NA,75,2,2,19.4725659,-99.1307528,"Industrial","Gustavo A. Madero","Ciudad de México","En Circulo Inmobiliario te acompañamos durante todo el proceso de adquisición. Propiedad muy bien ubicada cerca de centros comerciales, escuelas, hospitales y fácil acceso a vías principales de comunicación. ¡¡ Todos nuestros inmuebles a un excelente precio y con el tiempo de entrega más corto. !! Somos la empresa líder en México en estas operaciones, los mejores inmuebles al mejor costo. ¡¡ No pierdas la oportunidad de adquirir el hogar de tus sueños con las características que buscas.!! No esperes más y agenda tu cita en nuestras oficinas con los mejores asesores inmobiliarios especializados en el tema, nuestra asesoría es completamente gratuita y sin ningún tipo de compromiso Te ofrecemos todas y las mejores garantías, nosotros te respaldamos durante todo el proceso Cuenta con : CONSTRUCCION: 75 m2 RECAMARAS: 2 BAÑOS:2 ESTACIONAMIENTOS: 1","https://www.inmuebles24.com/propiedades/departamento-en-venta-en-gustavo-a.-madero-industrial-65258890.html"
"325",65609108,"Cerrada Fco. Moreno 5 Bis,  Villa Gustavo A. Madero, Gustavo A. Madero","Departamento",800001,"MN",NA,90,2,1,19.4819622,-99.1126824,"Villa Gustavo A. Madero","Gustavo A. Madero","Ciudad de México","Invertir en remates hipotecarios en un negocio 100% seguro ya que le compras el inmueble directamente al banco y el banco nunca pierde. Departamento en venta en Calle Cda. Francisco Moreno 5 Bis, Col Villa Gustavo A. Madero, Delegación Gustavo A. Madero, C.P. Ver datos, CDMX. 89 m2 de construcción, 2 recámaras, área de lectura o sala de televisión, 2 baños, sala, comedor, cocina, patio de lavado y tendido, 1 estacionamiento, 26 años de antigüedad, closet de blancos. Valor comercial: $2,300,000.00 pesos. PRECIO DE REMATE: $800,000.00 PESOS incluyendo gastos y honorarios del despacho hasta la entrega física del inmueble. Te entregamos el inmueble desocupado y subsanado jurídicamente, listo para escriturar. No te dejes engañar por empresas fantasma ya que puedes perder tiempo y dinero. Nosotros te asesoramos de manera correcta y transparente. Los inmuebles de recuperación bancaria no se pueden ver en por dentro ya que siguen habitados por los deudores y no se pueden comprar con créditos hipotecarios, solo con capital propio. El tiempo de entrega promedio es de 10 a 18 meses, depende del avance jurídico de cada asunto. NO ASESORES INMOBILIARIOS NI INTERMEDIARIOS. Tenemos más de 1800 inmuebles de recuperación bancaria en la ciudad de México y alrededores. Solicita una cita en nuestras oficinas al celular Ver datos o visita","https://www.inmuebles24.com/propiedades/departamento-en-venta-de-remate-en-gam-65609108.html"
"326",64010986,",  Residencial Zacatenco, Gustavo A. Madero","Departamento",4101956,"MN",96,96,3,2,19.5002857,-99.1220962,"Residencial Zacatenco","Gustavo A. Madero","Ciudad de México","CARACTERÍSTICAS DE LA ZONASe vende excelente departamento en complejo residencial, ubicado en la alcaldía Gustavo A Madero en Residencial Zacatenco Amplios accesos que facilitan la movilidad hacia zonas de trabajo, así como oferta cercana de transporte público  Rodeado de restaurantes, bancos, centros comerciales, gimnasios, escuelas y parques.Comunicado con las vialidades más importantes de la CDMX, como Insurgentes y Circuito InteriorCARACTERÍSTICAS DEL RESIDENCIAL-SEGURIDAD: Seguridad privada, control de accesos 24/7, CCTV, revisión de cajuelas a la salida de la visitas y transporte en general, llamadas por parte de la caseta de vigilancia para autorización de visita y servicios. ESPACIOS Y AMENIDADES:El desarollo cuenta con varios espacios para  actividades recreativas o deportivas Centro Comercial , Gimnasio interior y al aire libre, Salón de jóvenes, Salón de usos múltiples, Alberca, Pet garden, Jardines y Ludoteca.CARACTERÍSTICAS DEL ESPACIOESTADO: Acondicionado con acabados RECAMARAS: 3BAÑOS: 2.5ESTANCIA: SiCOMEDOR: SICOCINA: IntegralBARRA DE GRANITO EN COCINAVENTANAS DE PISO A TECHOÁREA DE LAVADO: SiCUARTO DE SERVICIO: SiESTACIONAMIENTO: SIBALCON: SI Área Interior: 92.93 m2Área Total: 96.67m2Precio desde $4,101,956. EasyBroker ID: EB-KJ2999","https://www.inmuebles24.com/propiedades/departamento-en-venta-lindavista-64010986.html"
"327",65673498,"Avenida General Martín Carrera,  Martín Carrera, Gustavo A. Madero","Departamento",1906531,"MN",NA,56,2,1,19.4896063,-99.1031193,"Martín Carrera","Gustavo A. Madero","Ciudad de México","Todo lo que sueñas al mejor precio Residencial que reune todo lo que estás buscando, bálcones, terrazas, Roof Garden privado,patio exterior, estacionamiento, elevador, seguridad y ubicación. Departamentos desde 56m2 hasta 137 m2 31 departamentos 1 y 2 baños Bodegas disponibles. Desde $1,906,531.00","https://www.inmuebles24.com/propiedades/todo-lo-que-suenas-al-mejor-precio-en-la-gustavo-65673498.html"
"328",64500517,"AV Ffcc Hidaldo 1404, Villa Gustavo A Madero, Gustavo A Madero, Ciudad DE Mexico,  Villa Gustavo A. Madero, Gustavo A. Madero","Departamento",1559000,"MN",70,NA,2,1,19.4807242,-99.1079343,"Villa Gustavo A. Madero","Gustavo A. Madero","Ciudad de México","DEPARTAMENTO EN VENTAEXCELENTE OPORTUNIDAD DE INVERSIÓN¡¡REMATE BANCARIO!! NO SE ACEPTAN NINGÚN TIPO DE CRÉDITOSOBTÉN ESTA PROPIEDAD AL 50% DE SU VALOR COMERCIAL Haz la mejor inversión con esta gran oportunidad de vivienda o negocio, con la mejor firma de recuperación bancaria a nivel nacional, solo se aceptan recursos propios, no créditos, ven y conoce nuestro atractivo sistema de inversión.Características Principales* 2 Recámaras* 1 Baño* Estacionamiento* Sala * Comedor* Cocina integral* Área de servicioInicia ya tu nuevo patrimonio*Somos la empresa líder en remates bancarios en México.*Contamos con convenios y contratos con los principales Bancos para vender sus Inmuebles.* Tenemos La mejor opción para ti.* Inmuebles en proceso Jurídico* Inmuebles Adjudicados* Inmuebles que ya recuperamos en posesión Legal y física (Entrega inmediata)* Contrato a 6 mesesExcelente oportunidad de inversión o para habitar.Aclara tus dudas y decide ahora, PREVIA CITA.GUTZA TIPS¿Estás interesado en un inmueble de recuperación hipotecaria?Revisa los siguientes puntos para evitar Fraudes1.Que los pagos que realices sean facturados (honorarios, cesión, gastos) y la cuenta bancaria a la que hagas el pago sean a la empresa que te realiza el contrato.GUTZA SI FACTURA, SOMOS UNA EMPRESA CONSTITUIDA2.Que en el contrato se comprometan a la entrega del inmueble no solo a una sesión de derechos o a una “devolución” (no hay certeza). GUTZA SI TE GARANTIZA LA ENTREGA DE TU INMUEBLE3.Que tengas acceso a la documentación legal o del proceso del inmuebleAL SER CLIENTE DE GUTZA TU TIENES ACCESO A LA DOCUMENTACIÓN DEL INMUEBLE ADEMÁS SE TE INFORMA CADA MES COMO VA EL PROCESO4. Que te muestren los contratos vigentes con los bancos que trabajanGUTZA ES EL ÚNICO BROKER QUE TRABAJA CON BANCOS5. Que las oficinas no sean en casas o en oficinas (en edificios donde hay múltiples empresas, que rentan a despachos por mes, incluso amuebladas) al se un negocio a largo plazo no tienes certidumbre que en 2 años seguirán ahí.GUTZA CUENTA CON UN EDIFICIO PROPIO (NO SE COMPARTE CON NINGUNA OTRA EMPRESA) EN UNA EXCELENTE ZONA DE LA CIUDAD DE MÉXICOLa  información  publicada  en  este  material  tiene  carácter  informativo,  por  lo  que  la  misma  deberá  de  ser  convalidada directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza, a sus empleados, directivos, accionistas, filiales  y  empresas  de  cualquier  responsabilidad  que  pudiera  generarse  por  la  falta  de  convalidación  de  la  información, renunciando a cualquier reclamación relacionada con lo anterior.","https://www.inmuebles24.com/propiedades/departamento-villa-gustavo-a.-madero-en-$1.5-mdp.-64500517.html"
"329",60871663,"montevideo 163 ,  Lindavista, Gustavo A. Madero","Casa uso de suelo",19800000,"MN",478,632,NA,NA,19.4884986,-99.1266352,"Lindavista","Gustavo A. Madero","Ciudad de México","Oportunidad inversionistas y desarrolladores, Inmueble con excelente ubicación, Uso de Suelo Mixto HM 5/30/Z, Avenida Montevideo, Col. Lindavista, entre Insurgentes Norte y Avenida Politécnico Nacional, cerca metrobús Rio Bamba y Deportivo 18 de Marzo, a unas cuadras de la basílica de Guadalupe, zona demanda altamente comercial - habitacional. Superficie construcción actual 200 m2 aprox., techumbre lámina 200 m2 adicionales aprox.","https://www.inmuebles24.com/propiedades/casa-uso-de-suelo-mixto-en-venta-excelente-ubicacion-60871663.html"
"330",63921424,"EDUARDO MOLINA 1720,  Vasco de Quiroga, Gustavo A. Madero","Departamento",415000,"MN",60,60,2,1,19.4908677,-99.096508,"Vasco de Quiroga","Gustavo A. Madero","Ciudad de México","¡¡¡Aprovecha Esta OPORTUNIDAD y Adquiere TU DEPARTAMENTO!!! ¡¡En Una Excelente Zona y a un INMEJORABLE COSTO!! SIN CRÉDITOS, Pago Con Recursos Propios. Agenda TU CITA de Inmediato al 55 Ver datos --ERNESTO GONZALEZ, Ventas Inmobiliarias— @kobzam.com.mx","https://www.inmuebles24.com/propiedades/departamento-en-torres-de-quiroga!-cdmx-63921424.html"
"331",65743290,"Vallejo 1268, Santa Rosa, Gustavo A. Madero, Ciudad de Mexico,  Santa Rosa, Gustavo A. Madero","Departamento",636047,"MN",NA,67,2,1,19.5250552,-99.1712174,"Santa Rosa","Gustavo A. Madero","Ciudad de México","Valuada en $1 mdp, ahora en Remate Bancario a $636,047.85; aprovecha esta gran oportunidad de vivir en un destacado depa o para hacer una excelente inversión. **Pago únicamente con recursos propios **Garantía y seguridad con contrato firmado **Asesoría y apoyo total, para la adquisición **Firma de cesión de derechos ante notario público **Pago de contado en 2 exhibiciones.","https://www.inmuebles24.com/propiedades/afable-departamento-en-santa-rosa-65743290.html"
"332",63842464,"ARQUIPA 831 CASA 3 LINDA VISTA ,  Lindavista, Gustavo A. Madero","Casa en condominio",1006011,"MN",325,220,4,3,19.4983226,-99.1317148,"Lindavista","Gustavo A. Madero","Ciudad de México","Atención Personalizada Asesor Inmobiliario LIC. Paola Palma 56 - 3427 - 5700 Excelente oportunidad de adquirir un hermosa casa, en una zona con una alta plusvalía. La propiedad cuenta con : * 4 Recamaras * 3.5 Baños * 3 Estacionamientos * Superficie 220 mts. Propiedad valuada en 5.6 MDP, adquiera por solo $ 1,006,011 Invierte hoy para poder disfrutar hermosa propiedad con tus seres.","https://www.inmuebles24.com/propiedades/remato-hermosa-casa-propiedad-ubicada-en-arquipa-831-63842464.html"
"333",65576870,"Calle Arequipa 831,  Lindavista, Gustavo A. Madero","Casa en condominio",4240000,"MN",190,390,4,4,19.4903572,-99.1226581,"Lindavista","Gustavo A. Madero","Ciudad de México","Comprar inmuebles directamente al banco es un negocio totalmente seguro ya que el banco siempre gana. El factor no es riesgo sino tiempo. Casa en venta en Lindavista de remate bancario de 190 m2 de terreno y 390 m2 de construcción, 4 recámaras, sala de televisión, 4.5 baños, estancia, cocina, cuarto de lavado, cuarto de servicio, patio, jardín, 3 estacionamientos, 15 años. Valor comercial: $9,000,000.00 pesos. PRECIO DE REMATE: $4,240,000.00 pesos. Calle Arequipa 831, Lindavista Norte, Alcaldía Gustavo A. Madero, C.P. Ver datos, CDMX. Los remates hipotecarios no se pueden ver por dentro y tampoco se pueden comprar mediante créditos hipotecarios, únicamente con recursos propios. El tiempo de entrega promedio es de 6 a 12 meses, dependiendo del avance jurídico. Invertir en remates bancarios es 100% seguro ya que la compra y el pago se hacen directamente al banco. Solicite una cita en nuestras oficinas. Celular Ver datos. Tenemos más de 500 inmuebles de recuperación bancaria. Visite","https://www.inmuebles24.com/propiedades/casa-en-venta-de-remate-bancario-en-lindavista-65576870.html"
"334",65840080,"Escollera,  Acueducto de Guadalupe, Gustavo A. Madero","Departamento",3650000,"MN",112,112,2,1,NA,NA,"Acueducto de Guadalupe","Gustavo A. Madero","Ciudad de México","Características - Superficie 112.146 m2 - Ubicación 3er. Piso Distribución - Sala - Comedor - Cocina Integral - Medio Baño - 2 Recámaras con Clóset - Baño Completo - 3 Lugares de Estacionamiento Otros - Área de lavado en Azotea - Lavadero - Conexión para Lavadora - Jaula de Tendido - Roof Garden - CIsterna con capacidad de 10,000 litros - Bodega debajo de las escaleras - CCTV ID: RAV - 2292 *El precio no incluye muebles, ni gastos de escrituración","https://www.inmuebles24.com/propiedades/departamento-en-venta-col.-acueducto-de-guadalupe-65840080.html"
"335",57530995,"Técnicos Mecánicos,  La Laguna TicomAn, Gustavo A. Madero","Departamento",2599000,"MN",69,69,3,1,19.5119652167806,-99.1296205,"La Laguna TicomAn","Gustavo A. Madero","Ciudad de México","Departamento en Venta en Laguna de Ticoman de 69.30m2 con finos acabados de 3 recamaras, 1 baño, cocina integral, sala comedor, 1 lugar de estacionamiento. Cuenta con elevador, cisterna y roof garden. Vigilancia las 24hrs a 2 min de Av. Politécnico..**EC**","https://www.inmuebles24.com/propiedades/departamento-en-venta-laguna-ticoman-57530995.html"
"336",65869024,"AV DE LAS Torres,  La Patera Vallejo, Gustavo A. Madero","Departamento",852250,"MN",60,NA,2,1,19.5036616,-99.1572699,"La Patera Vallejo","Gustavo A. Madero","Ciudad de México","¡¡¡ EN LAS CRISIS SE GENERAN LAS GRANDES OPORTUNIDADES!        Vivienda familiar muy solicitado, Inmueble espacioso, ideal como proyecto de inversión, Cerca de servicios públicos de transporte, Cerca de escuelas y hospitales,SOLO DE CONTADO, no se aceptan créditos.• Somos la empresa líder en Remates Bancarios en México.• Contamos con convenios y contratos con los principales Bancos para vender sus inmuebles.• Tenemos la mejor opción para ti.•Inmuebles en proceso jurídico.•Inmuebles adjudicados.•Inmuebles que ya recuperamos, con posesión legal y física (entrega inmediata).Aprovechando la oportunidad, hacemos las siguientes recomendaciones para los interesados en remates hipotecarios, antes de entrar en este tipo de inversiones para evitar fraudes:*Que los pagos que realices sean facturados (honorarios, cesión, gastos) y la cuenta bancaria a la que los hagas sean a la empresa que te realiza el contrato.*Que en el contrato se comprometan a la entrega del inmueble no solo a una cesión de derechos o a una ""devolución"" (no hay certeza).*Que tengas acceso a la documentación legal del proceso o del inmueble.*Que te muestren los contratos (vigentes) con los bancos que trabajan.*Que las oficinas no sean en casas o en oficinas (en edificios donde hay múltiples empresas, que rentan despachos por mes, incluso amuebladas), al ser un negocio a largo plazo no tienes certidumbre que en dos años seguirán ahí.Todas estas garantías te las ofrecemos en Gutza, evita problemas, acércate con los profesionales.Agenda una cita con al tel.: Ver datosTambién contesto WhatsApp : +Ver datos Lic.Jazmín De La Cruz Toledo¿Quieres saber más? Estamos encantados de ayudarte a elegir el mejor hogar para tu familia. Descubre tu próximo hogar con nosotros.Toda la información y gráficos publicados en este material son de carácter informativo e ilustrativo, por lo que deberán ser convalidados directamente por Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V. Se libera a Gutza Bienes Raíces, Intermediación Inmobiliaria Gutza S.A. de C.V., a sus empleados, directivos, accionistas, filiales y empresas de cualquier responsabilidad que pudiera generarse por la falta de convalidación de la información, renunciando a cualquier reclamación relacionada con lo anterior.","https://www.inmuebles24.com/propiedades/remato-departamento-la-patera-vallejo-65869024.html"
"337",65582065,"HENRY FORD 351,  Bondojito, Gustavo A. Madero","Departamento",291000,"MN",55,55,2,1,19.4663903,-99.1084494,"Bondojito","Gustavo A. Madero","Ciudad de México","*REMATE BANCARIO *CASA EN CALLE HENRY FORD *LOCALIDADES ALEDAÑAS COMO ESCUELAS, TIENDAS DE AUTOSERVICIO, IGLESIAS, CENTRO COMERCIAL, AVENIDAS PRINCIPALES, GASOLINERIAS, PARQUES RECREATIVOS Y UBICADO EN UNA ZONA DE ALTA PLUSVALIA. *PAGO INICIAL: $270,000 (FIRMA DE CONTRATO E INICIO DE PROCESO) *PAGO FINAL: $21,000 (ADJUDICACIÓN DE LA PROPIEDAD, ACTO NOTARIADO) *DERECHOS ADJUDICADOS *EXCELENTE OPORTUNIDAD ÚNICA EN LA VIDA *HAZ CRECER TU PATRIMONIO *POR DEBAJO DEL 30% AL 70% DE SU VALOR COMERCIAL *NO ACEPTAMOS NINGÚN TIPO DE CRÉDITO DE VIVIENDA *FIRMA DE CONTRATO *CESIÓN DE DERECHOS EN MÁXIMO 120 DÍAS ANTE NOTARIO *VISUALIZACIÓN DE DOCUMENTACIÓN OFICIAL DEL INMUEBLE *ENTREGA DE PROPIEDAD GARANTIZADA *NO ES LO MISMO COMPRAR QUE SABER ADQUIRIR UN PATRIMONIO *AGENDA CITA *JORGE MERLIN","https://www.inmuebles24.com/propiedades/departamento-venta-en-la-bondojito-gustavo-a-madero-65582065.html"
"338",64269146,"smetana 43 col , vallejo,  Vallejo, Gustavo A. Madero","Departamento",759495,"MN",NA,55,2,1,19.4645713,-99.1307516,"Vallejo","Gustavo A. Madero","Ciudad de México","Remate hipotecario El Departamento está en Smetana # 43 Ubicado entre Caruso y Florencio Constantino, a una cuadra del metro Misterios y a una estación de la RAZA. Cuenta con 2 recámaras, baño, sala-comedor. cocina, patio de servicio proceso garantizado bajo contrato y ante notario publico Ver datos","https://www.inmuebles24.com/propiedades/remate-hipoterio-smetana-64269146.html"
